policy,seed,task_idx,qid,em,f1,prompt_tokens,completion_tokens,cost_usd,turns,n_interventions,osc_max,fid_min
Threshold,0,8,5a713a5a5542994082a3e6a9,0,0.8,4763,445,0.00093744,6,3,1.0,1.0
Threshold,0,9,5ab341f755429969a97a8114,1,1.0,3134,202,0.00060048,3,1,1.0,1.0
Threshold,0,10,5a8325b35542990548d0b18f,0,0.0,2159,254,0.00043434,3,1,1.0,1.0
Threshold,0,11,5ab9374b554299131ca422c6,0,0.0,2269,220,0.00044802,3,1,1.0,1.0
Threshold,0,12,5ae52c0f5542992663a4f12e,0,0.0,4743,357,0.000918,6,3,1.0,1.0
Threshold,0,13,5adbfbd555429947ff173893,0,0.8,1733,126,0.00033462,2,1,0.667,1.0
Threshold,0,14,5ab7f0015542992aa3b8c88b,0,0.0,6323,266,0.00118602,5,2,1.0,1.0
Threshold,0,15,5ac547525542993e66e822a3,0,0.0,7196,520,0.00138888,6,3,1.0,1.0
Threshold,0,16,5a7cbf8c554299452d57b9f4,0,0.0,7374,351,0.0013905,6,3,1.0,1.0
Threshold,0,17,5a7ddc5a5542995f4f4022da,1,1.0,1007,158,0.0002097,2,1,1.0,1.0
Threshold,0,18,5a7a1cd85542990783324e65,0,0.0,651,67,0.00012924,1,0,0.0,1.0
Threshold,0,19,5ae0a59a55429945ae9593e2,0,0.0,1563,150,0.00030834,2,1,0.8,1.0
Threshold,0,20,5a8b987f5542997f31a41d7a,1,1.0,3959,311,0.0007686,6,3,1.0,1.0
Threshold,0,21,5a8739a05542994775f607ab,0,0.5,1296,104,0.000252,2,1,0.8,1.0
Threshold,0,22,5ae67dba55429908198fa5f0,0,0.0,4691,310,0.00090018,5,2,1.0,1.0
Threshold,0,23,5a7b3f4d5542992d025e67bb,0,0.8,5076,448,0.00099432,6,3,1.0,1.0
Threshold,0,24,5ae2dfd155429928c423951b,0,0.0,4949,460,0.00097362,6,3,1.0,1.0
Threshold,0,25,5ab6ba245542995eadef007f,1,1.0,566,38,0.00010872,1,0,0.0,1.0
Threshold,0,26,5ab8854555429934fafe6e0c,1,1.0,492,60,9.936e-05,1,0,0.0,1.0
Threshold,0,27,5a8eea4a5542990e94052bb7,0,0.0,7561,572,0.00146394,6,3,1.0,1.0
Threshold,0,28,5a74c85055429916b0164218,0,0.6667,2928,264,0.00057456,6,3,1.0,1.0
Threshold,0,29,5a88dcf9554299206df2b383,1,1.0,1992,159,0.00038718,3,1,1.0,1.0
Threshold,0,30,5a7625c7554299109176e668,0,0.0,10697,323,0.0019836,6,3,1.0,1.0
Threshold,0,31,5ac0d83a554299294b219038,0,0.0,1729,135,0.00033552,2,0,0.571,1.0
Threshold,0,32,5a790d8f554299029c4b5eec,1,1.0,7456,442,0.00142164,6,3,1.0,1.0
Threshold,0,33,5ab2c5e255429916697740ba,0,0.3333,5483,378,0.00105498,5,2,1.0,1.0
Threshold,0,34,5abcfc365542993a06baf9d6,0,0.0,6845,393,0.00130284,6,3,1.0,1.0
Threshold,0,35,5a8ee6915542990e94052bad,0,0.0,6212,398,0.0011898,6,3,1.0,1.0
Threshold,0,36,5abba4855542993f40c73b68,1,1.0,6096,407,0.00117054,6,3,1.0,1.0
Threshold,0,37,5ae0bae555429906c02dab08,0,0.0,5629,427,0.00109008,6,3,1.0,1.0
Threshold,0,38,5ab271fe554299449642c8a6,1,1.0,561,60,0.00011178,1,0,0.0,1.0
Threshold,0,39,5a7997a2554299029c4b5f59,0,0.0,5708,462,0.0011106,6,3,1.0,1.0
Threshold,0,40,5add673e5542992ae4cec54d,0,0.5,7344,400,0.00139392,6,2,1.0,1.0
Threshold,0,41,5ae819ac55429952e35eaa16,0,0.0,3751,303,0.00072972,4,2,1.0,1.0
Threshold,0,42,5aba65a055429939ce03dcd2,1,1.0,4371,215,0.00082548,3,1,0.857,1.0
Threshold,0,43,5a87bada5542994846c1cddc,1,1.0,4476,340,0.00086688,6,3,1.0,1.0
Threshold,0,44,5ae74fc45542997b22f6a6b4,0,0.0,566,60,0.00011268,1,0,0.0,1.0
Threshold,0,45,5adf65555542992d7e9f9334,1,1.0,4597,369,0.00089388,5,2,1.0,1.0
Threshold,0,46,5ade69e455429975fa854ec5,0,0.0,4402,374,0.00085968,6,3,1.0,1.0
Threshold,0,47,5ae057fd55429945ae959328,0,0.0,4302,293,0.0008271,6,3,1.0,1.0
Threshold,0,48,5ab28019554299722f9b4d51,0,0.0,1464,145,0.00028962,2,1,1.0,1.0
Threshold,0,49,5a75f79555429976ec32bcca,0,0.0,8145,450,0.0015471,6,3,1.0,1.0
Threshold,1,0,5a88d745554299206df2b378,0,0.0,3346,361,0.00066726,6,3,1.0,1.0
Threshold,1,1,5ae748d1554299572ea547b0,1,1.0,6812,316,0.00128304,5,2,1.0,1.0
Threshold,1,2,5a7a8a9c554299042af8f666,0,0.5,4783,441,0.00094032,6,3,1.0,1.0
Threshold,1,3,5adffe7155429906c02daa9e,0,0.0,1452,110,0.00028116,2,1,0.8,1.0
Threshold,1,4,5ab642845542995eadeeff8e,1,1.0,387,45,7.776e-05,1,0,0.0,1.0
Threshold,1,5,5a906a685542990a9849362e,0,0.0,845,64,0.00016362,1,0,0.0,1.0
Threshold,1,6,5a7633ad5542992db9473741,0,0.0,1643,162,0.0003249,2,1,0.8,1.0
Threshold,1,7,5a74ce9655429974ef308c6c,0,0.6667,444,41,8.73e-05,1,0,0.0,1.0
Threshold,1,8,5a713a5a5542994082a3e6a9,0,0.8,5213,414,0.00101286,6,3,1.0,1.0
Threshold,1,9,5ab341f755429969a97a8114,1,1.0,7479,448,0.00142686,6,3,1.0,1.0
Threshold,1,10,5a8325b35542990548d0b18f,0,0.0,616,70,0.00012348,1,0,0.0,1.0
Threshold,1,11,5ab9374b554299131ca422c6,0,0.0,8493,548,0.00162738,6,2,1.0,1.0
Threshold,1,12,5ae52c0f5542992663a4f12e,0,0.0,4400,332,0.00085176,6,3,1.0,1.0
Threshold,1,13,5adbfbd555429947ff173893,0,0.8,1723,178,0.00034218,2,1,0.667,1.0
Threshold,1,14,5ab7f0015542992aa3b8c88b,0,0.0,732,40,0.00013896,1,0,0.0,1.0
Threshold,1,15,5ac547525542993e66e822a3,0,0.0,2174,165,0.00042102,2,1,0.8,1.0
Threshold,1,16,5a7cbf8c554299452d57b9f4,0,0.0,7203,431,0.00137412,6,3,1.0,1.0
Threshold,1,17,5a7ddc5a5542995f4f4022da,1,1.0,3678,390,0.00073224,6,3,1.0,1.0
Threshold,1,18,5a7a1cd85542990783324e65,0,0.2857,3770,386,0.00074808,5,2,1.0,1.0
Threshold,1,19,5ae0a59a55429945ae9593e2,0,0.0,6349,495,0.00123192,6,3,1.0,1.0
Threshold,1,20,5a8b987f5542997f31a41d7a,0,0.4,1688,177,0.0003357,3,1,0.833,1.0
Threshold,1,21,5a8739a05542994775f607ab,0,0.5,522,43,0.0001017,1,0,0.0,1.0
Threshold,1,22,5ae67dba55429908198fa5f0,0,0.0,6208,366,0.00118332,6,2,1.0,1.0
Threshold,1,23,5a7b3f4d5542992d025e67bb,0,0.8,623,101,0.00013032,1,0,0.0,1.0
Threshold,1,24,5ae2dfd155429928c423951b,1,1.0,5206,506,0.00102816,6,2,1.0,1.0
Threshold,1,25,5ab6ba245542995eadef007f,1,1.0,566,60,0.00011268,1,0,0.0,1.0
Threshold,1,26,5ab8854555429934fafe6e0c,1,1.0,5221,494,0.0010287,6,3,1.0,1.0
Threshold,1,27,5a8eea4a5542990e94052bb7,0,0.2857,4278,284,0.00082116,4,2,1.0,1.0
Threshold,1,28,5a74c85055429916b0164218,0,0.6667,1877,282,0.00038862,4,2,1.0,1.0
Threshold,1,29,5a88dcf9554299206df2b383,0,0.0,3753,354,0.00073926,6,3,1.0,1.0
Threshold,1,30,5a7625c7554299109176e668,0,0.0,1483,75,0.00028044,1,0,0.0,1.0
Threshold,1,31,5ac0d83a554299294b219038,0,0.0,6076,348,0.00115632,6,2,1.0,1.0
Threshold,1,32,5a790d8f554299029c4b5eec,1,1.0,3348,234,0.00064476,3,1,0.833,1.0
Threshold,1,33,5ab2c5e255429916697740ba,0,0.0,668,63,0.00013158,1,0,0.0,1.0
Threshold,1,34,5abcfc365542993a06baf9d6,0,0.0,2618,329,0.00053046,4,2,1.0,1.0
Threshold,1,35,5a8ee6915542990e94052bad,0,0.0,5731,511,0.00112356,6,3,1.0,1.0
Threshold,1,36,5abba4855542993f40c73b68,1,1.0,737,101,0.00015084,1,0,0.0,1.0
Threshold,1,37,5ae0bae555429906c02dab08,1,1.0,5828,430,0.00112644,6,3,1.0,1.0
Threshold,1,38,5ab271fe554299449642c8a6,0,0.0,4674,381,0.0009099,6,3,1.0,1.0
Threshold,1,39,5a7997a2554299029c4b5f59,0,0.0,8547,509,0.00163008,6,3,1.0,1.0
Threshold,1,40,5add673e5542992ae4cec54d,0,0.5,5581,303,0.00105912,5,2,1.0,1.0
Threshold,1,41,5ae819ac55429952e35eaa16,0,0.0,622,89,0.00012798,1,0,0.0,1.0
Threshold,1,42,5aba65a055429939ce03dcd2,0,0.0,9889,441,0.0018594,6,2,1.0,1.0
Threshold,1,43,5a87bada5542994846c1cddc,1,1.0,4657,354,0.00090198,6,3,1.0,1.0
Threshold,1,44,5ae74fc45542997b22f6a6b4,0,0.0,566,43,0.00010962,1,0,0.0,1.0
Threshold,1,45,5adf65555542992d7e9f9334,1,1.0,4038,276,0.00077652,4,2,0.857,1.0
Threshold,1,46,5ade69e455429975fa854ec5,0,0.0,4856,452,0.00095544,6,3,1.0,1.0
Threshold,1,47,5ae057fd55429945ae959328,0,0.0,1148,78,0.00022068,2,1,0.667,1.0
Threshold,1,48,5ab28019554299722f9b4d51,0,0.0,6492,347,0.00123102,6,3,1.0,1.0
Threshold,1,49,5a75f79555429976ec32bcca,0,0.0,5835,344,0.00111222,4,2,1.0,1.0
Threshold,2,0,5a88d745554299206df2b378,0,0.6667,3159,356,0.0006327,6,3,1.0,1.0
Threshold,2,1,5ae748d1554299572ea547b0,1,1.0,9253,465,0.00174924,6,3,1.0,1.0
Threshold,2,2,5a7a8a9c554299042af8f666,0,0.6667,4709,380,0.00091602,6,3,1.0,1.0
Threshold,2,3,5adffe7155429906c02daa9e,0,0.0,631,40,0.00012078,1,0,0.0,1.0
Threshold,2,4,5ab642845542995eadeeff8e,1,1.0,387,43,7.74e-05,1,0,0.0,1.0
Threshold,2,5,5a906a685542990a9849362e,1,1.0,5562,254,0.00104688,5,2,1.0,1.0
Threshold,2,6,5a7633ad5542992db9473741,0,0.0,6301,351,0.00119736,6,3,1.0,1.0
Threshold,2,7,5a74ce9655429974ef308c6c,0,0.6667,444,42,8.748e-05,1,0,0.0,1.0
Threshold,2,8,5a713a5a5542994082a3e6a9,1,1.0,4702,352,0.00090972,6,3,1.0,1.0
Threshold,2,9,5ab341f755429969a97a8114,1,1.0,7778,333,0.00145998,6,2,1.0,1.0
Threshold,2,10,5a8325b35542990548d0b18f,0,0.0,4657,376,0.00090594,6,3,1.0,1.0
Threshold,2,11,5ab9374b554299131ca422c6,0,0.0,5231,374,0.0010089,6,3,1.0,1.0
Threshold,2,12,5ae52c0f5542992663a4f12e,1,1.0,5183,376,0.00100062,6,3,1.0,1.0
Threshold,2,13,5adbfbd555429947ff173893,0,0.8,748,71,0.00014742,1,0,0.0,1.0
Threshold,2,14,5ab7f0015542992aa3b8c88b,0,0.0,732,39,0.00013878,1,0,0.0,1.0
Threshold,2,15,5ac547525542993e66e822a3,0,0.0,1969,158,0.00038286,2,1,1.0,1.0
Threshold,2,16,5a7cbf8c554299452d57b9f4,0,0.0,6606,378,0.00125712,6,3,1.0,1.0
Threshold,2,17,5a7ddc5a5542995f4f4022da,1,1.0,468,55,9.414e-05,1,0,0.0,1.0
Threshold,2,18,5a7a1cd85542990783324e65,0,0.0,4484,416,0.000882,6,3,1.0,1.0
Threshold,2,19,5ae0a59a55429945ae9593e2,0,0.0,2657,225,0.00051876,3,1,0.8,1.0
Threshold,2,20,5a8b987f5542997f31a41d7a,1,1.0,3295,329,0.00065232,5,2,1.0,1.0
Threshold,2,21,5a8739a05542994775f607ab,0,0.5,522,69,0.00010638,1,0,0.0,1.0
Threshold,2,22,5ae67dba55429908198fa5f0,1,1.0,2717,236,0.00053154,3,1,1.0,1.0
Threshold,2,23,5a7b3f4d5542992d025e67bb,0,0.8,5490,422,0.00106416,6,3,1.0,1.0
Threshold,2,24,5ae2dfd155429928c423951b,0,0.0,4865,371,0.00094248,6,3,1.0,1.0
Threshold,2,25,5ab6ba245542995eadef007f,1,1.0,2457,250,0.00048726,4,2,1.0,1.0
Threshold,2,26,5ab8854555429934fafe6e0c,1,1.0,2382,286,0.00048024,4,2,1.0,1.0
Threshold,2,27,5a8eea4a5542990e94052bb7,0,0.0,4663,346,0.00090162,4,2,1.0,1.0
Threshold,2,28,5a74c85055429916b0164218,0,0.0,1032,167,0.00021582,3,1,1.0,1.0
Threshold,2,29,5a88dcf9554299206df2b383,1,1.0,551,55,0.00010908,1,0,0.0,1.0
Threshold,2,30,5a7625c7554299109176e668,0,0.0,10851,342,0.00201474,6,3,1.0,1.0
Threshold,2,31,5ac0d83a554299294b219038,0,0.0,2594,221,0.0005067,3,1,0.857,1.0
Threshold,2,32,5a790d8f554299029c4b5eec,1,1.0,5155,281,0.00097848,4,2,1.0,1.0
Threshold,2,33,5ab2c5e255429916697740ba,0,0.3333,3948,245,0.00075474,4,2,1.0,1.0
Threshold,2,34,5abcfc365542993a06baf9d6,0,0.0,6125,381,0.00117108,6,3,1.0,1.0
Threshold,2,35,5a8ee6915542990e94052bad,0,0.0,6804,561,0.0013257,6,3,1.0,1.0
Threshold,2,36,5abba4855542993f40c73b68,0,0.0,5047,431,0.00098604,6,3,1.0,1.0
Threshold,2,37,5ae0bae555429906c02dab08,0,0.0,6067,303,0.0011466,6,3,1.0,1.0
Threshold,2,38,5ab271fe554299449642c8a6,1,1.0,4912,409,0.00095778,6,3,1.0,1.0
Threshold,2,39,5a7997a2554299029c4b5f59,0,0.0,7132,456,0.00136584,6,3,1.0,1.0
Threshold,2,40,5add673e5542992ae4cec54d,0,0.0,8240,410,0.001557,6,3,1.0,1.0
Threshold,2,41,5ae819ac55429952e35eaa16,0,0.0,5906,381,0.00113166,6,3,1.0,1.0
Threshold,2,42,5aba65a055429939ce03dcd2,0,0.5,2320,176,0.00044928,2,1,0.667,1.0
Threshold,2,43,5a87bada5542994846c1cddc,1,1.0,4847,469,0.00095688,6,3,1.0,1.0
Threshold,2,44,5ae74fc45542997b22f6a6b4,0,0.0,566,74,0.0001152,1,0,0.0,1.0
Threshold,2,45,5adf65555542992d7e9f9334,1,1.0,6869,391,0.0013068,6,3,1.0,1.0
Threshold,2,46,5ade69e455429975fa854ec5,0,0.0,4483,484,0.00089406,6,3,1.0,1.0
Threshold,2,47,5ae057fd55429945ae959328,0,0.0,4363,351,0.00084852,6,3,1.0,1.0
Threshold,2,48,5ab28019554299722f9b4d51,0,0.0,3286,206,0.00062856,3,1,1.0,1.0
Threshold,2,49,5a75f79555429976ec32bcca,0,0.0,7941,443,0.00150912,6,3,1.0,1.0
Threshold,3,0,5a88d745554299206df2b378,1,1.0,2006,230,0.00040248,4,2,1.0,1.0
Threshold,3,1,5ae748d1554299572ea547b0,1,1.0,7649,441,0.0014562,5,2,1.0,1.0
Threshold,3,2,5a7a8a9c554299042af8f666,0,0.0,4879,393,0.00094896,6,3,1.0,1.0
Threshold,3,3,5adffe7155429906c02daa9e,0,0.0,631,38,0.00012042,1,0,0.0,1.0
Threshold,3,4,5ab642845542995eadeeff8e,1,1.0,387,45,7.776e-05,1,0,0.0,1.0
Threshold,3,5,5a906a685542990a9849362e,0,0.0,4705,245,0.000891,4,2,1.0,1.0
Threshold,3,6,5a7633ad5542992db9473741,0,0.0,6702,409,0.00127998,6,3,1.0,1.0
Threshold,3,7,5a74ce9655429974ef308c6c,0,0.6667,444,47,8.838e-05,1,0,0.0,1.0
Threshold,3,8,5a713a5a5542994082a3e6a9,0,0.0,4660,313,0.00089514,6,3,1.0,1.0
Threshold,3,9,5ab341f755429969a97a8114,1,1.0,7806,411,0.00147906,6,2,1.0,1.0
Threshold,3,10,5a8325b35542990548d0b18f,0,0.0,1380,130,0.0002718,2,1,0.8,1.0
Threshold,3,11,5ab9374b554299131ca422c6,0,0.6667,3239,280,0.00063342,3,1,1.0,1.0
Threshold,3,12,5ae52c0f5542992663a4f12e,0,0.0,4094,367,0.00080298,6,3,1.0,1.0
Threshold,3,13,5adbfbd555429947ff173893,0,0.8,748,59,0.00014526,1,0,0.0,1.0
Threshold,3,14,5ab7f0015542992aa3b8c88b,0,0.0,6852,328,0.0012924,6,3,1.0,1.0
Threshold,3,15,5ac547525542993e66e822a3,0,0.0,5865,381,0.00112428,5,2,1.0,1.0
Threshold,3,16,5a7cbf8c554299452d57b9f4,0,0.0,7336,306,0.00137556,6,3,1.0,1.0
Threshold,3,17,5a7ddc5a5542995f4f4022da,1,1.0,468,61,9.522e-05,1,0,0.0,1.0
Threshold,3,18,5a7a1cd85542990783324e65,0,0.0,6130,469,0.00118782,6,2,1.0,1.0
Threshold,3,19,5ae0a59a55429945ae9593e2,0,0.0,4776,312,0.00091584,5,2,1.0,1.0
Threshold,3,20,5a8b987f5542997f31a41d7a,0,0.0,3452,322,0.00067932,6,3,1.0,1.0
Threshold,3,21,5a8739a05542994775f607ab,0,0.5,522,66,0.00010584,1,0,0.0,1.0
Threshold,3,22,5ae67dba55429908198fa5f0,0,0.0,1578,142,0.0003096,2,1,1.0,1.0
Threshold,3,23,5a7b3f4d5542992d025e67bb,0,0.8,3360,360,0.0006696,4,2,1.0,1.0
Threshold,3,24,5ae2dfd155429928c423951b,1,1.0,4533,378,0.00088398,6,3,1.0,1.0
Threshold,3,25,5ab6ba245542995eadef007f,1,1.0,4063,264,0.00077886,6,3,1.0,1.0
Threshold,3,26,5ab8854555429934fafe6e0c,1,1.0,5136,356,0.00098856,6,3,1.0,1.0
Threshold,3,27,5a8eea4a5542990e94052bb7,0,0.0,6875,543,0.00133524,6,3,1.0,1.0
Threshold,3,28,5a74c85055429916b0164218,0,0.0,3198,364,0.00064116,6,3,1.0,1.0
Threshold,3,29,5a88dcf9554299206df2b383,1,1.0,3762,405,0.00075006,6,3,1.0,1.0
Threshold,3,30,5a7625c7554299109176e668,0,0.0,3265,147,0.00061416,2,1,0.667,1.0
Threshold,3,31,5ac0d83a554299294b219038,1,1.0,5703,352,0.0010899,6,3,1.0,1.0
Threshold,3,32,5a790d8f554299029c4b5eec,1,1.0,6390,354,0.00121392,6,3,1.0,1.0
Threshold,3,33,5ab2c5e255429916697740ba,0,0.3333,4035,281,0.00077688,4,2,1.0,1.0
Threshold,3,34,5abcfc365542993a06baf9d6,1,1.0,4616,372,0.00089784,6,3,1.0,1.0
Threshold,3,35,5a8ee6915542990e94052bad,0,0.0,6189,457,0.00119628,6,3,1.0,1.0
Threshold,3,36,5abba4855542993f40c73b68,0,0.0,5131,390,0.00099378,6,3,1.0,1.0
Threshold,3,37,5ae0bae555429906c02dab08,0,0.0,5659,386,0.0010881,6,3,1.0,1.0
Threshold,3,38,5ab271fe554299449642c8a6,0,0.0,5019,339,0.00096444,6,2,1.0,1.0
Threshold,3,39,5a7997a2554299029c4b5f59,0,0.0,6411,397,0.00122544,6,3,1.0,1.0
Threshold,3,40,5add673e5542992ae4cec54d,0,0.5,3249,195,0.00061992,3,1,0.8,1.0
Threshold,3,41,5ae819ac55429952e35eaa16,0,0.0,622,62,0.00012312,1,0,0.0,1.0
Threshold,3,42,5aba65a055429939ce03dcd2,0,0.5,2439,126,0.0004617,2,1,0.667,1.0
Threshold,3,43,5a87bada5542994846c1cddc,1,1.0,4050,327,0.00078786,5,2,1.0,1.0
Threshold,3,44,5ae74fc45542997b22f6a6b4,0,0.0,566,64,0.0001134,1,0,0.0,1.0
Threshold,3,45,5adf65555542992d7e9f9334,1,1.0,716,74,0.0001422,1,0,0.0,1.0
Threshold,3,46,5ade69e455429975fa854ec5,0,0.0,4443,438,0.00087858,6,3,1.0,1.0
Threshold,3,47,5ae057fd55429945ae959328,0,0.0,2025,159,0.00039312,3,1,0.857,1.0
Threshold,3,48,5ab28019554299722f9b4d51,0,0.0,6464,463,0.00124686,6,3,1.0,1.0
Threshold,3,49,5a75f79555429976ec32bcca,0,0.0,2714,143,0.00051426,2,1,0.667,1.0
Threshold,4,0,5a88d745554299206df2b378,0,0.0,3580,346,0.00070668,6,3,1.0,1.0
Threshold,4,1,5ae748d1554299572ea547b0,1,1.0,7590,401,0.00143838,6,3,1.0,1.0
Threshold,4,2,5a7a8a9c554299042af8f666,0,0.5,711,75,0.00014148,1,0,0.0,1.0
Threshold,4,3,5adffe7155429906c02daa9e,0,0.0,631,34,0.0001197,1,0,0.0,1.0
Threshold,4,4,5ab642845542995eadeeff8e,1,1.0,387,43,7.74e-05,1,0,0.0,1.0
Threshold,4,5,5a906a685542990a9849362e,1,1.0,6463,306,0.00121842,6,3,1.0,1.0
Threshold,4,6,5a7633ad5542992db9473741,0,0.0,6407,419,0.00122868,6,3,1.0,1.0
Threshold,4,7,5a74ce9655429974ef308c6c,0,0.6667,444,47,8.838e-05,1,0,0.0,1.0
Threshold,4,8,5a713a5a5542994082a3e6a9,1,1.0,6980,391,0.00132678,6,3,1.0,1.0
Threshold,4,9,5ab341f755429969a97a8114,1,1.0,671,54,0.0001305,1,0,0.0,1.0
Threshold,4,10,5a8325b35542990548d0b18f,0,0.0,616,69,0.0001233,1,0,0.0,1.0
Threshold,4,11,5ab9374b554299131ca422c6,1,1.0,2272,218,0.0004482,3,1,1.0,1.0
Threshold,4,12,5ae52c0f5542992663a4f12e,0,0.0,5447,454,0.00106218,6,3,1.0,1.0
Threshold,4,13,5adbfbd555429947ff173893,0,0.8,5045,286,0.00095958,5,2,1.0,1.0
Threshold,4,14,5ab7f0015542992aa3b8c88b,0,0.0,2032,87,0.00038142,2,1,0.667,1.0
Threshold,4,15,5ac547525542993e66e822a3,0,0.0,7257,456,0.00138834,6,3,1.0,1.0
Threshold,4,16,5a7cbf8c554299452d57b9f4,0,0.0,7428,372,0.001404,6,3,1.0,1.0
Threshold,4,17,5a7ddc5a5542995f4f4022da,1,1.0,468,41,9.162e-05,1,0,0.0,1.0
Threshold,4,18,5a7a1cd85542990783324e65,0,0.0,5725,468,0.00111474,6,3,1.0,1.0
Threshold,4,19,5ae0a59a55429945ae9593e2,0,0.0,2629,204,0.00050994,3,1,0.8,1.0
Threshold,4,20,5a8b987f5542997f31a41d7a,0,0.8,5018,321,0.00096102,6,3,1.0,1.0
Threshold,4,21,5a8739a05542994775f607ab,0,0.5,1300,136,0.00025848,2,1,0.8,1.0
Threshold,4,22,5ae67dba55429908198fa5f0,0,0.0,2744,178,0.00052596,3,1,0.8,1.0
Threshold,4,23,5a7b3f4d5542992d025e67bb,0,0.8,5881,420,0.00113418,6,3,1.0,1.0
Threshold,4,24,5ae2dfd155429928c423951b,0,0.0,5168,404,0.00100296,6,2,1.0,1.0
Threshold,4,25,5ab6ba245542995eadef007f,1,1.0,566,60,0.00011268,1,0,0.0,1.0
Threshold,4,26,5ab8854555429934fafe6e0c,1,1.0,5243,478,0.00102978,6,2,1.0,1.0
Threshold,4,27,5a8eea4a5542990e94052bb7,0,0.3333,6749,417,0.00128988,6,3,1.0,1.0
Threshold,4,28,5a74c85055429916b0164218,0,0.0,3014,304,0.00059724,6,3,1.0,1.0
Threshold,4,29,5a88dcf9554299206df2b383,1,1.0,4806,416,0.00093996,6,3,1.0,1.0
Threshold,4,30,5a7625c7554299109176e668,0,0.0,10797,430,0.00202086,6,3,1.0,1.0
Threshold,4,31,5ac0d83a554299294b219038,0,0.0,3673,263,0.00070848,4,2,1.0,1.0
Threshold,4,32,5a790d8f554299029c4b5eec,1,1.0,4968,287,0.0009459,4,2,0.857,1.0
Threshold,4,33,5ab2c5e255429916697740ba,0,0.0,5830,621,0.00116118,6,3,1.0,1.0
Threshold,4,34,5abcfc365542993a06baf9d6,0,0.0,5353,387,0.0010332,6,3,1.0,1.0
Threshold,4,35,5a8ee6915542990e94052bad,0,0.0,3734,290,0.00072432,4,2,1.0,1.0
Threshold,4,36,5abba4855542993f40c73b68,1,1.0,6924,495,0.00133542,6,3,1.0,1.0
Threshold,4,37,5ae0bae555429906c02dab08,0,0.0,5883,469,0.00114336,6,3,1.0,1.0
Threshold,4,38,5ab271fe554299449642c8a6,0,0.0,4686,278,0.00089352,6,3,1.0,1.0
Threshold,4,39,5a7997a2554299029c4b5f59,0,0.0,6676,547,0.00130014,6,3,1.0,1.0
Threshold,4,40,5add673e5542992ae4cec54d,0,0.0,7524,426,0.001431,6,3,1.0,1.0
Threshold,4,41,5ae819ac55429952e35eaa16,0,0.0,2627,214,0.00051138,3,1,0.857,1.0
Threshold,4,42,5aba65a055429939ce03dcd2,0,0.0,10555,462,0.00198306,6,2,1.0,1.0
Threshold,4,43,5a87bada5542994846c1cddc,0,0.0,3161,275,0.00061848,4,2,1.0,1.0
Threshold,4,44,5ae74fc45542997b22f6a6b4,0,0.0,5075,450,0.0009945,6,3,1.0,1.0
Threshold,4,45,5adf65555542992d7e9f9334,1,1.0,6425,377,0.00122436,6,2,1.0,1.0
Threshold,4,46,5ade69e455429975fa854ec5,0,0.0,4462,388,0.000873,6,3,1.0,1.0
Threshold,4,47,5ae057fd55429945ae959328,0,0.8,4292,307,0.00082782,6,3,1.0,1.0
Threshold,4,48,5ab28019554299722f9b4d51,0,0.0,1428,121,0.00027882,2,1,1.0,1.0
Threshold,4,49,5a75f79555429976ec32bcca,0,0.4,9823,553,0.00186768,6,3,1.0,1.0
Predictive,0,0,5a88d745554299206df2b378,0,0.6667,3029,295,0.00059832,6,2,1.0,1.0
Predictive,0,1,5ae748d1554299572ea547b0,1,1.0,8677,443,0.0016416,6,2,1.0,1.0
Predictive,0,2,5a7a8a9c554299042af8f666,0,0.6667,4752,442,0.00093492,6,2,1.0,1.0
Predictive,0,3,5adffe7155429906c02daa9e,0,0.0,631,29,0.0001188,1,0,0.0,1.0
Predictive,0,4,5ab642845542995eadeeff8e,1,1.0,387,46,7.794e-05,1,0,0.0,1.0
Predictive,0,5,5a906a685542990a9849362e,1,1.0,4379,251,0.0008334,4,1,1.0,1.0
Predictive,0,6,5a7633ad5542992db9473741,0,0.0,5973,414,0.00114966,6,2,1.0,1.0
Predictive,0,7,5a74ce9655429974ef308c6c,0,0.6667,444,37,8.658e-05,1,0,0.0,1.0
Predictive,0,8,5a713a5a5542994082a3e6a9,0,0.8,5441,371,0.00104616,6,2,1.0,1.0
Predictive,0,9,5ab341f755429969a97a8114,1,1.0,3134,202,0.00060048,3,1,1.0,1.0
Predictive,0,10,5a8325b35542990548d0b18f,0,0.0,2222,255,0.00044586,3,1,1.0,1.0
Predictive,0,11,5ab9374b554299131ca422c6,0,0.0,2320,206,0.00045468,3,1,1.0,1.0
Predictive,0,12,5ae52c0f5542992663a4f12e,1,1.0,5209,369,0.00100404,6,2,1.0,1.0
Predictive,0,13,5adbfbd555429947ff173893,0,0.8,1733,126,0.00033462,2,0,0.667,1.0
Predictive,0,14,5ab7f0015542992aa3b8c88b,0,0.0,6304,245,0.00117882,5,2,1.0,1.0
Predictive,0,15,5ac547525542993e66e822a3,0,0.0,3481,286,0.00067806,3,1,1.0,1.0
Predictive,0,16,5a7cbf8c554299452d57b9f4,0,0.0606,8851,454,0.0016749,6,2,1.0,1.0
Predictive,0,17,5a7ddc5a5542995f4f4022da,1,1.0,1007,158,0.0002097,2,0,1.0,1.0
Predictive,0,18,5a7a1cd85542990783324e65,0,0.0,651,67,0.00012924,1,0,0.0,1.0
